time	V(out)
1.028236034111331e-07	-1.037721e+00
1.057532909111331e-07	-1.037553e+00
1.086829784111332e-07	-1.037367e+00
1.116126659111332e-07	-1.037164e+00
1.145423534111332e-07	-1.036943e+00
1.174720409111332e-07	-1.036704e+00
1.204017284111332e-07	-1.036444e+00
1.233314159111331e-07	-1.036165e+00
1.262611034111331e-07	-1.035866e+00
1.291907909111331e-07	-1.035546e+00
1.321204784111331e-07	-1.035205e+00
1.350501659111331e-07	-1.034842e+00
1.379798534111331e-07	-1.034457e+00
1.409095409111331e-07	-1.034050e+00
1.438392284111331e-07	-1.033620e+00
1.467689159111331e-07	-1.033168e+00
1.526282909111331e-07	-1.032194e+00
1.584876659111331e-07	-1.031129e+00
1.643470409111330e-07	-1.029973e+00
1.702064159111330e-07	-1.028725e+00
1.789954784111330e-07	-1.026686e+00
1.877845409111330e-07	-1.024452e+00
1.965736034111329e-07	-1.022033e+00
2.082923534111329e-07	-1.018543e+00
2.200111034111329e-07	-1.014783e+00
2.317298534111328e-07	-1.010791e+00
2.434486034111328e-07	-1.006611e+00
2.551673534111329e-07	-1.002290e+00
2.668861034111330e-07	-9.978736e-01
2.756751659111330e-07	-9.945262e-01
2.844642284111331e-07	-9.911697e-01
2.903236034111331e-07	-9.889359e-01
2.961829784111332e-07	-9.867114e-01
2.991126659111332e-07	-9.856042e-01
3.020423534111332e-07	-9.845010e-01
3.049720409111332e-07	-9.834025e-01
3.108314159111333e-07	-9.812220e-01
3.166907909111333e-07	-9.790669e-01
3.254798534111334e-07	-9.758908e-01
3.342689159111334e-07	-9.727938e-01
3.459876659111335e-07	-9.688064e-01
3.606361034111336e-07	-9.640816e-01
3.752845409111337e-07	-9.596761e-01
3.928626659111338e-07	-9.548429e-01
4.133704784111339e-07	-9.498538e-01
4.338782909111340e-07	-9.455647e-01
4.514564159111341e-07	-9.424270e-01
4.690345409111342e-07	-9.397576e-01
4.866126659111342e-07	-9.375219e-01
5.041907909111340e-07	-9.356816e-01
5.217689159111338e-07	-9.341984e-01
5.393470409111336e-07	-9.330364e-01
5.569251659111334e-07	-9.321646e-01
5.745032909111332e-07	-9.315583e-01
5.920814159111329e-07	-9.312005e-01
6.096595409111327e-07	-9.310828e-01
6.301673534111325e-07	-9.312491e-01
6.506751659111323e-07	-9.317557e-01
6.711829784111320e-07	-9.326292e-01
6.916907909111318e-07	-9.339066e-01
7.121986034111315e-07	-9.356323e-01
7.356361034111313e-07	-9.382160e-01
7.532142284111310e-07	-9.406233e-01
7.649329784111309e-07	-9.424677e-01
7.737220409111308e-07	-9.439825e-01
7.854407909111307e-07	-9.461827e-01
7.971595409111305e-07	-9.485947e-01
8.118079784111303e-07	-9.519147e-01
8.264564159111302e-07	-9.555794e-01
8.411048534111300e-07	-9.595919e-01
8.586829784111298e-07	-9.648643e-01
8.762611034111296e-07	-9.706270e-01
8.938392284111294e-07	-9.768628e-01
9.143470409111291e-07	-9.847014e-01
9.348548534111289e-07	-9.930947e-01
9.582923534111287e-07	-1.003279e+00
9.817298534111284e-07	-1.013978e+00
1.005167353411128e-06	-1.025057e+00
1.022745478411128e-06	-1.033525e+00
1.054972040911128e-06	-1.049165e+00
1.084268915911127e-06	-1.063221e+00
1.113565790911127e-06	-1.076806e+00
1.139932978411127e-06	-1.088396e+00
1.166300165911126e-06	-1.099188e+00
1.189737665911126e-06	-1.107982e+00
1.213175165911126e-06	-1.115924e+00
1.236612665911125e-06	-1.122944e+00
1.260050165911125e-06	-1.128986e+00
1.283487665911125e-06	-1.134021e+00
1.306925165911125e-06	-1.138036e+00
1.330362665911124e-06	-1.141037e+00
1.350870478411124e-06	-1.142852e+00
1.371378290911124e-06	-1.143936e+00
1.391886103411124e-06	-1.144324e+00
1.412393915911123e-06	-1.144056e+00
1.432901728411123e-06	-1.143179e+00
1.453409540911123e-06	-1.141744e+00
1.473917353411123e-06	-1.139805e+00
1.497354853411122e-06	-1.137043e+00
1.520792353411122e-06	-1.133780e+00
1.547159540911122e-06	-1.129616e+00
1.573526728411121e-06	-1.125041e+00
1.602823603411121e-06	-1.119610e+00
1.637979853411121e-06	-1.112799e+00
1.678995478411120e-06	-1.104717e+00
1.734659540911120e-06	-1.093982e+00
1.790323603411119e-06	-1.083974e+00
1.837198603411118e-06	-1.076346e+00
1.878214228411118e-06	-1.070355e+00
1.916300165911118e-06	-1.065386e+00
1.951456415911117e-06	-1.061301e+00
1.983682978411117e-06	-1.057964e+00
2.015909540911116e-06	-1.054999e+00
2.045206415911116e-06	-1.052605e+00
2.074503290911116e-06	-1.050480e+00
2.100870478411115e-06	-1.048780e+00
2.127237665911115e-06	-1.047266e+00
2.153604853411115e-06	-1.045925e+00
2.177042353411115e-06	-1.044867e+00
2.200479853411114e-06	-1.043924e+00
2.223917353411114e-06	-1.043087e+00
2.244425165911114e-06	-1.042436e+00
2.264932978411113e-06	-1.041854e+00
2.285440790911113e-06	-1.041336e+00
2.305948603411113e-06	-1.040877e+00
2.323526728411113e-06	-1.040528e+00
2.341104853411113e-06	-1.040215e+00
2.358682978411112e-06	-1.039937e+00
2.376261103411112e-06	-1.039690e+00
2.393839228411112e-06	-1.039474e+00
2.408487665911112e-06	-1.039313e+00
2.423136103411112e-06	-1.039171e+00
2.437784540911111e-06	-1.039044e+00
2.452432978411111e-06	-1.038933e+00
2.467081415911111e-06	-1.038835e+00
2.481729853411111e-06	-1.038750e+00
2.499307978411111e-06	-1.038664e+00
2.516886103411110e-06	-1.038593e+00
2.537393915911110e-06	-1.038527e+00
2.560831415911110e-06	-1.038471e+00
2.587198603411110e-06	-1.038431e+00
2.616495478411109e-06	-1.038407e+00
2.651651728411109e-06	-1.038403e+00
2.695597040911108e-06	-1.038423e+00
2.757120478411108e-06	-1.038479e+00
2.891886103411106e-06	-1.038627e+00
2.903604853411106e-06	-1.038638e+00
2.973917353411105e-06	-1.038698e+00
2.997354853411105e-06	-1.038714e+00
3.000000000000000e-06	-1.038716e+00
Step Information: C6_value=30f  (Step: 3/200)
0.000000000000000e+00	-1.038822e+00
2.929687403590252e-14	-1.038823e+00
5.859374807180504e-14	-1.038823e+00
1.171874961436101e-13	-1.038823e+00
2.343749922872201e-13	-1.038822e+00
4.687499845744403e-13	-1.038822e+00
9.374999691488806e-13	-1.038822e+00
1.874999938297761e-12	-1.038822e+00
3.749999876595522e-12	-1.038822e+00
7.499999753191045e-12	-1.038822e+00
1.499999950638209e-11	-1.038822e+00
2.999999901276418e-11	-1.038822e+00
5.999999802552836e-11	-1.038822e+00
1.199999960510567e-10	-1.038822e+00
2.399999921021134e-10	-1.038822e+00
4.702102161162840e-10	-1.038822e+00
6.261382512579063e-10	-1.038822e+00
6.881439297167554e-10	-1.038822e+00
8.121552866344535e-10	-1.038822e+00
1.000000000000000e-09	-1.038822e+00
1.018784471336555e-09	-1.038822e+00
1.056353414009664e-09	-1.038822e+00
1.131491299355883e-09	-1.038822e+00
1.270090938285470e-09	-1.038822e+00
1.478662413776999e-09	-1.038822e+00
1.877222592533961e-09	-1.038822e+00
2.564500629188897e-09	-1.038822e+00
3.534246451556901e-09	-1.038822e+00
5.323760918762897e-09	-1.038822e+00
7.184641624216167e-09	-1.038822e+00
9.438753212426718e-09	-1.038822e+00
1.139862943505637e-08	-1.038822e+00
1.354039522994442e-08	-1.038822e+00
1.548986800888195e-08	-1.038822e+00
1.799277145061428e-08	-1.038823e+00
2.092245895061428e-08	-1.038823e+00
2.310118038045798e-08	-1.038823e+00
2.461401247316818e-08	-1.038823e+00
2.590673194814033e-08	-1.038823e+00
2.725238990608482e-08	-1.038822e+00
2.885166716512868e-08	-1.038822e+00
3.049973740001839e-08	-1.038822e+00
3.245196575305917e-08	-1.038822e+00
3.454922683126143e-08	-1.038822e+00
3.699588921675867e-08	-1.038822e+00
3.968949208436241e-08	-1.038821e+00
4.261917958436241e-08	-1.038819e+00
4.554886708436240e-08	-1.038816e+00
4.847855458436240e-08	-1.038812e+00
5.140824208436240e-08	-1.038805e+00
5.433792958436240e-08	-1.038795e+00
5.726761708436240e-08	-1.038780e+00
6.019730458436240e-08	-1.038761e+00
6.312699208436241e-08	-1.038736e+00
6.605667958436241e-08	-1.038703e+00
6.898636708436242e-08	-1.038662e+00
7.191605458436242e-08	-1.038612e+00
7.484574208436243e-08	-1.038550e+00
7.777542958436243e-08	-1.038477e+00
8.070511708436244e-08	-1.038390e+00
8.363480458436244e-08	-1.038289e+00
8.656449208436245e-08	-1.038172e+00
8.949417958436245e-08	-1.038037e+00
9.242386708436246e-08	-1.037884e+00
9.535355458436246e-08	-1.037711e+00
9.828324208436247e-08	-1.037517e+00
1.012129295843625e-07	-1.037300e+00
1.041426170843625e-07	-1.037060e+00
1.070723045843625e-07	-1.036796e+00
1.100019920843625e-07	-1.036506e+00
1.129316795843625e-07	-1.036190e+00
1.158613670843625e-07	-1.035846e+00
1.187910545843625e-07	-1.035473e+00
1.217207420843625e-07	-1.035072e+00
1.246504295843625e-07	-1.034639e+00
1.275801170843625e-07	-1.034177e+00
1.305098045843625e-07	-1.033682e+00
1.334394920843625e-07	-1.033156e+00
1.363691795843625e-07	-1.032596e+00
1.392988670843624e-07	-1.032004e+00
1.422285545843624e-07	-1.031378e+00
1.480879295843624e-07	-1.030025e+00
1.539473045843624e-07	-1.028534e+00
1.598066795843624e-07	-1.026906e+00
1.656660545843624e-07	-1.025140e+00
1.744551170843623e-07	-1.022236e+00
1.832441795843623e-07	-1.019035e+00
1.920332420843623e-07	-1.015548e+00
2.037519920843623e-07	-1.010485e+00
2.154707420843622e-07	-1.004994e+00
2.271894920843622e-07	-9.991333e-01
2.389082420843622e-07	-9.929650e-01
2.506269920843623e-07	-9.865574e-01
2.623457420843623e-07	-9.799794e-01
2.711348045843624e-07	-9.749760e-01
2.799238670843624e-07	-9.699446e-01
2.857832420843625e-07	-9.665884e-01
2.916426170843625e-07	-9.632400e-01
2.945723045843625e-07	-9.615712e-01
2.975019920843626e-07	-9.599071e-01
3.004316795843626e-07	-9.582487e-01
3.033613670843626e-07	-9.565969e-01
3.062910545843626e-07	-9.549526e-01
3.121504295843627e-07	-9.516895e-01
3.180098045843627e-07	-9.484661e-01
3.267988670843627e-07	-9.437181e-01
3.355879295843628e-07	-9.390913e-01
3.473066795843629e-07	-9.331390e-01
3.619551170843630e-07	-9.260921e-01
3.766035545843631e-07	-9.195281e-01
3.941816795843632e-07	-9.123343e-01
4.146894920843633e-07	-9.049172e-01
4.322676170843634e-07	-8.993957e-01
4.498457420843635e-07	-8.946215e-01
4.674238670843636e-07	-8.905542e-01
4.850019920843636e-07	-8.871425e-01
5.025801170843634e-07	-8.843294e-01
5.201582420843632e-07	-8.820572e-01
5.348066795843630e-07	-8.805376e-01
5.494551170843628e-07	-8.793278e-01
5.641035545843626e-07	-8.784044e-01
5.787519920843625e-07	-8.777493e-01
5.934004295843623e-07	-8.773499e-01
6.080488670843621e-07	-8.772001e-01
6.285566795843619e-07	-8.774104e-01
6.490644920843616e-07	-8.781288e-01
6.666426170843614e-07	-8.791777e-01
6.842207420843612e-07	-8.806616e-01
7.017988670843610e-07	-8.826212e-01
7.193769920843608e-07	-8.851009e-01
7.398848045843606e-07	-8.887132e-01
7.545332420843604e-07	-8.918056e-01
7.662519920843602e-07	-8.946058e-01
7.750410545843601e-07	-8.969038e-01
7.838301170843600e-07	-8.993761e-01
7.955488670843599e-07	-9.029501e-01
8.072676170843598e-07	-9.068482e-01
8.219160545843596e-07	-9.121847e-01
8.365644920843594e-07	-9.180419e-01
8.512129295843592e-07	-9.244205e-01
8.687910545843590e-07	-9.327552e-01
8.863691795843588e-07	-9.418120e-01
9.039473045843586e-07	-9.515582e-01
9.244551170843584e-07	-9.637387e-01
9.449629295843581e-07	-9.767039e-01
9.684004295843580e-07	-9.923388e-01
9.918379295843577e-07	-1.008661e+00
1.015275429584357e-06	-1.025457e+00
1.026994179584357e-06	-1.033961e+00
1.059220742084357e-06	-1.057420e+00
1.088517617084357e-06	-1.078431e+00
1.114884804584356e-06	-1.096696e+00
1.141251992084356e-06	-1.114028e+00
1.164689492084356e-06	-1.128428e+00
1.188126992084355e-06	-1.141701e+00
1.211564492084355e-06	-1.153708e+00
1.235001992084355e-06	-1.164335e+00
1.258439492084355e-06	-1.173502e+00
1.281876992084354e-06	-1.181159e+00
1.305314492084354e-06	-1.187286e+00
1.325822304584354e-06	-1.191399e+00
1.346330117084353e-06	-1.194370e+00
1.366837929584353e-06	-1.196234e+00
1.387345742084353e-06	-1.197042e+00
1.407853554584353e-06	-1.196852e+00
1.428361367084353e-06	-1.195732e+00
1.448869179584352e-06	-1.193758e+00
1.469376992084352e-06	-1.191009e+00
1.489884804584352e-06	-1.187569e+00
1.510392617084352e-06	-1.183523e+00
1.530900429584351e-06	-1.178956e+00
1.554337929584351e-06	-1.173205e+00
1.577775429584351e-06	-1.167005e+00
1.604142617084350e-06	-1.159634e+00
1.633439492084350e-06	-1.151130e+00
1.665666054584350e-06	-1.141610e+00
1.706681679584349e-06	-1.129567e+00
1.762345742084349e-06	-1.113928e+00
1.812150429584348e-06	-1.101077e+00
1.856095742084347e-06	-1.090849e+00
1.894181679584347e-06	-1.082896e+00
1.929337929584347e-06	-1.076316e+00
1.961564492084346e-06	-1.070912e+00
1.993791054584346e-06	-1.066085e+00
2.023087929584345e-06	-1.062171e+00
2.052384804584345e-06	-1.058682e+00
2.078751992084345e-06	-1.055880e+00
2.105119179584345e-06	-1.053376e+00
2.131486367084344e-06	-1.051149e+00
2.154923867084344e-06	-1.049384e+00
2.178361367084344e-06	-1.047806e+00
2.201798867084343e-06	-1.046401e+00
2.222306679584343e-06	-1.045302e+00
2.242814492084343e-06	-1.044316e+00
2.263322304584343e-06	-1.043435e+00
2.283830117084342e-06	-1.042651e+00
2.301408242084342e-06	-1.042051e+00
2.318986367084342e-06	-1.041511e+00
2.336564492084342e-06	-1.041028e+00
2.354142617084342e-06	-1.040598e+00
2.368791054584341e-06	-1.040277e+00
2.383439492084341e-06	-1.039987e+00
2.398087929584341e-06	-1.039727e+00
2.412736367084341e-06	-1.039494e+00
2.427384804584341e-06	-1.039287e+00
2.439103554584341e-06	-1.039139e+00
2.450822304584340e-06	-1.039005e+00
2.462541054584340e-06	-1.038885e+00
2.474259804584340e-06	-1.038777e+00
2.488908242084340e-06	-1.038658e+00
2.503556679584340e-06	-1.038557e+00
2.521134804584340e-06	-1.038455e+00
2.538712929584339e-06	-1.038374e+00
2.559220742084339e-06	-1.038301e+00
2.582658242084339e-06	-1.038243e+00
2.609025429584339e-06	-1.038206e+00
2.638322304584338e-06	-1.038192e+00
2.673478554584338e-06	-1.038203e+00
2.717423867084337e-06	-1.038249e+00
2.787736367084336e-06	-1.038358e+00
2.887345742084335e-06	-1.038522e+00
2.901994179584335e-06	-1.038543e+00
2.963517617084334e-06	-1.038624e+00
2.998673867084334e-06	-1.038661e+00
3.000000000000000e-06	-1.038663e+00
Step Information: C6_value=40f  (Step: 4/200)
0.000000000000000e+00	-1.038822e+00
2.929687403590252e-14	-1.038823e+00
5.859374807180504e-14	-1.038823e+00
1.171874961436101e-13	-1.038823e+00
2.343749922872201e-13	-1.038822e+00
4.687499845744403e-13	-1.038822e+00
9.374999691488806e-13	-1.038822e+00
1.874999938297761e-12	-1.038822e+00
3.749999876595522e-12	-1.038822e+00
7.499999753191045e-12	-1.038822e+00
1.499999950638209e-11	-1.038822e+00
2.906612878550562e-11	-1.038822e+00
5.719838734375269e-11	-1.038822e+00
1.134629044602468e-10	-1.038822e+00
2.259919386932351e-10	-1.038822e+00
4.203283521999286e-10	-1.038822e+00
6.793373044304795e-10	-1.038822e+00
1.000000000000000e-09	-1.038822e+00
1.023322756461937e-09	-1.038822e+00
1.069968269385812e-09	-1.038822e+00
1.163259295233562e-09	-1.038822e+00
1.313612792774987e-09	-1.038822e+00
1.545272417697373e-09	-1.038822e+00
2.008591667542145e-09	-1.038822e+00
2.746705335747909e-09	-1.038822e+00
3.854835683314215e-09	-1.038822e+00
5.980273210781579e-09	-1.038822e+00
8.158030385902049e-09	-1.038822e+00
1.002413899180708e-08	-1.038822e+00
1.169198307949987e-08	-1.038822e+00
1.359030717962901e-08	-1.038822e+00
1.539690677462517e-08	-1.038822e+00
1.804107589072779e-08	-1.038823e+00
2.097076339072779e-08	-1.038823e+00
2.285020269505887e-08	-1.038823e+00
2.418698052048591e-08	-1.038823e+00
2.538114441170887e-08	-1.038823e+00
2.665394750931387e-08	-1.038822e+00
2.814647874452169e-08	-1.038822e+00
2.971674021324544e-08	-1.038822e+00
3.155331560275294e-08	-1.038822e+00
3.354665794397072e-08	-1.038822e+00
3.585071073679513e-08	-1.038822e+00
3.839975725529038e-08	-1.038821e+00
4.132944475529037e-08	-1.038819e+00
4.425913225529037e-08	-1.038816e+00
4.718881975529037e-08	-1.038811e+00
5.011850725529037e-08	-1.038803e+00
5.304819475529037e-08	-1.038792e+00
5.597788225529037e-08	-1.038775e+00
5.890756975529036e-08	-1.038753e+00
6.183725725529036e-08	-1.038723e+00
6.476694475529037e-08	-1.038684e+00
6.769663225529037e-08	-1.038634e+00
7.062631975529038e-08	-1.038573e+00
7.355600725529038e-08	-1.038498e+00
7.648569475529039e-08	-1.038407e+00
7.941538225529039e-08	-1.038300e+00
8.234506975529040e-08	-1.038173e+00
8.527475725529040e-08	-1.038026e+00
8.820444475529041e-08	-1.037857e+00
9.113413225529041e-08	-1.037664e+00
9.406381975529042e-08	-1.037445e+00
